date,open,high,low,close,volume,average,barCount
2003-12-15,109.17,109.23,107.48,107.6,38688200.0,107.6,1
2003-12-16,107.68,108.5,107.52,108.16,32905900.0,108.16,1
2003-12-17,108.06,108.5,107.8,108.5,23206100.0,108.5,1
2003-12-18,108.55,109.73,108.39,109.72,29792100.0,109.72,1
2003-12-19,109.3,109.37,108.58,108.9,41466700.0,108.9,1
2003-12-22,108.83,109.66,108.78,109.66,27639200.0,109.66,1
2003-12-23,109.48,109.95,109.38,109.73,24756600.0,109.73,1
2003-12-24,109.52,109.88,109.43,109.62,8055800.0,109.62,1
2003-12-26,109.71,110.08,109.63,109.7,8308400.0,109.7,1
2003-12-29,110.1,111.27,109.78,111.16,22548500.0,111.16,1
2003-12-30,111.09,111.27,110.85,111.18,19584400.0,111.18,1
2003-12-31,111.22,111.52,110.84,111.28,31505600.0,111.28,1
2004-01-02,111.74,112.19,110.73,111.23,38084800.0,111.23,1
2004-01-05,111.78,112.52,111.59,112.44,27970800.0,112.44,1
2004-01-06,112.16,112.73,112.0,112.55,20506400.0,112.55,1
2004-01-07,112.35,113.06,111.89,112.93,30182100.0,112.93,1
2004-01-08,113.25,113.41,112.77,113.38,37052200.0,113.38,1
2004-01-09,112.83,113.5,112.27,112.39,54093100.0,112.39,1
2004-01-12,112.55,113.25,112.36,113.22,33568700.0,113.22,1
2004-01-13,113.09,113.23,111.76,112.56,54293200.0,112.56,1
2004-01-14,112.76,113.66,112.67,113.5,30146600.0,113.5,1
2004-01-15,113.57,114.06,112.58,113.78,38434500.0,113.78,1
2004-01-16,114.04,114.31,113.63,114.23,31926100.0,114.23,1
2004-01-20,114.53,114.65,113.82,114.2,29880600.0,114.2,1
2004-01-21,114.13,115.3,113.72,115.1,30745000.0,115.1,1
2004-01-22,115.14,115.38,114.58,114.8,29915100.0,114.8,1
2004-01-23,115.0,115.37,113.95,114.43,49968700.0,114.43,1
2004-01-26,114.44,115.93,114.38,115.87,30474700.0,115.87,1
2004-01-27,115.85,116.5,114.65,114.68,35373200.0,114.68,1
2004-01-28,114.98,115.28,112.94,113.37,52893400.0,113.37,1
2004-01-29,113.56,113.85,112.56,113.48,60120400.0,113.48,1
2004-01-30,113.52,113.72,113.09,113.48,30993800.0,113.48,1
2004-02-02,113.7,114.68,113.12,113.97,38851900.0,113.97,1
2004-02-03,113.74,114.14,113.44,113.78,25159200.0,113.78,1
2004-02-04,113.19,113.73,112.79,112.85,39630900.0,112.85,1
2004-02-05,113.08,113.54,112.78,113.18,35998100.0,113.18,1
2004-02-06,113.42,114.7,113.2,114.45,37239200.0,114.45,1
2004-02-09,114.67,114.87,114.29,114.48,24860300.0,114.48,1
2004-02-10,114.28,115.14,114.26,114.85,27933300.0,114.85,1
2004-02-11,114.8,116.39,114.66,116.07,42980700.0,116.07,1
2004-02-12,115.98,116.27,115.58,115.65,27830500.0,115.65,1
2004-02-13,115.82,116.2,114.75,115.13,44741900.0,115.13,1
2004-02-17,115.85,116.43,115.77,116.17,23990400.0,116.17,1
2004-02-18,116.2,116.6,115.35,115.66,28661000.0,115.66,1
2004-02-19,116.33,116.39,115.06,115.23,51184200.0,115.23,1
2004-02-20,115.48,115.5,114.32,114.9,39360700.0,114.947,21645
2004-02-23,115.22,115.26,114.17,114.59,36366000.0,114.59,1
2004-02-24,114.27,114.99,113.03,114.39,43960800.0,114.39,1
2004-02-25,114.46,115.06,114.32,114.86,28843000.0,114.763,22436
